datetime,intersection_id,avg_wait_time
2025-02-07 14:00:00,INT_103,28.94
2025-02-07 14:00:00,INT_104,30.95
2025-02-07 15:00:00,INT_101,27.59
2025-02-07 15:00:00,INT_102,24.28
2025-02-07 15:00:00,INT_103,32.24
2025-02-07 15:00:00,INT_104,22.84
2025-02-07 16:00:00,INT_101,33.62
2025-02-07 16:00:00,INT_102,34.38
2025-02-07 16:00:00,INT_103,29.31
2025-02-07 16:00:00,INT_104,30.91
2025-02-07 17:00:00,INT_101,56.99
2025-02-07 17:00:00,INT_102,38.29
2025-02-07 17:00:00,INT_103,29.64
2025-02-07 17:00:00,INT_104,34.02
2025-02-07 18:00:00,INT_101,43.8
2025-02-07 18:00:00,INT_102,39.81
2025-02-07 18:00:00,INT_103,30.58
2025-02-07 18:00:00,INT_104,65.29
2025-02-07 19:00:00,INT_101,41.4
2025-02-07 19:00:00,INT_102,43.02
2025-02-07 19:00:00,INT_103,37.46
2025-02-07 19:00:00,INT_104,37.2
2025-02-07 20:00:00,INT_101,31.01
2025-02-07 20:00:00,INT_102,32.95
2025-02-07 20:00:00,INT_103,30.47
2025-02-07 20:00:00,INT_104,33.46
2025-02-07 21:00:00,INT_101,26.11
2025-02-07 21:00:00,INT_102,36.71
2025-02-07 21:00:00,INT_103,26.74
2025-02-07 21:00:00,INT_104,16.74
2025-02-07 22:00:00,INT_101,32.61
2025-02-07 22:00:00,INT_102,32.63
2025-02-07 22:00:00,INT_103,21.05
2025-02-07 22:00:00,INT_104,27.43
2025-02-07 23:00:00,INT_101,33.21
2025-02-07 23:00:00,INT_102,35.09
2025-02-07 23:00:00,INT_103,29.67
2025-02-07 23:00:00,INT_104,21.63
2025-02-08 00:00:00,INT_101,30.06
2025-02-08 00:00:00,INT_102,27.59
2025-02-08 00:00:00,INT_103,26.99
2025-02-08 00:00:00,INT_104,28.17
2025-02-08 01:00:00,INT_101,34.64
2025-02-08 01:00:00,INT_102,33.77
2025-02-08 01:00:00,INT_103,29.15
2025-02-08 01:00:00,INT_104,22.97
2025-02-08 02:00:00,INT_101,25.74
2025-02-08 02:00:00,INT_102,42.63
2025-02-08 02:00:00,INT_103,27.41
2025-02-08 02:00:00,INT_104,21.02
2025-02-08 03:00:00,INT_101,53.08
2025-02-08 03:00:00,INT_102,20.65
2025-02-08 03:00:00,INT_103,18.66
2025-02-08 03:00:00,INT_104,35.85
2025-02-08 04:00:00,INT_101,37.32
2025-02-08 04:00:00,INT_102,27.32
2025-02-08 04:00:00,INT_103,31.21
2025-02-08 04:00:00,INT_104,35.21
2025-02-08 05:00:00,INT_101,25.37
2025-02-08 05:00:00,INT_102,43.24
2025-02-08 05:00:00,INT_103,22.45
2025-02-08 05:00:00,INT_104,33.48
2025-02-08 06:00:00,INT_101,24.31
2025-02-08 06:00:00,INT_102,30.86
2025-02-08 06:00:00,INT_103,22.9
2025-02-08 06:00:00,INT_104,37.6
2025-02-08 07:00:00,INT_101,37.77
2025-02-08 07:00:00,INT_102,31.02
2025-02-08 07:00:00,INT_103,39.77
2025-02-08 07:00:00,INT_104,41.15
2025-02-08 08:00:00,INT_101,32.99
2025-02-08 08:00:00,INT_102,38.17
2025-02-08 08:00:00,INT_103,40.88
2025-02-08 08:00:00,INT_104,26.27
2025-02-08 09:00:00,INT_101,37.78
2025-02-08 09:00:00,INT_102,23.97
2025-02-08 09:00:00,INT_103,30.87
2025-02-08 09:00:00,INT_104,36.59
2025-02-08 10:00:00,INT_101,28.11
2025-02-08 10:00:00,INT_102,27.93
2025-02-08 10:00:00,INT_103,37.01
2025-02-08 10:00:00,INT_104,36.66
2025-02-08 11:00:00,INT_101,41.87
2025-02-08 11:00:00,INT_102,24.61
2025-02-08 11:00:00,INT_103,25.46
2025-02-08 11:00:00,INT_104,27.7
2025-02-08 12:00:00,INT_101,29.28
2025-02-08 12:00:00,INT_102,43.62
2025-02-08 12:00:00,INT_103,32.04
2025-02-08 12:00:00,INT_104,26.2
2025-02-08 13:00:00,INT_101,31.93
2025-02-08 13:00:00,INT_102,30.09
2025-02-08 13:00:00,INT_103,40.28
2025-02-08 13:00:00,INT_104,29.5
2025-02-08 14:00:00,INT_101,43.57
2025-02-08 14:00:00,INT_102,32.24
2025-02-08 14:00:00,INT_103,33.19
2025-02-08 14:00:00,INT_104,23.02
2025-02-08 15:00:00,INT_101,23.22
2025-02-08 15:00:00,INT_102,31.99
2025-02-08 15:00:00,INT_103,28.65
2025-02-08 15:00:00,INT_104,29.55
2025-02-08 16:00:00,INT_101,35.66
2025-02-08 16:00:00,INT_102,23.12
2025-02-08 16:00:00,INT_103,28.9
2025-02-08 16:00:00,INT_104,37.31
2025-02-08 17:00:00,INT_101,44.76
2025-02-08 17:00:00,INT_102,37.12
2025-02-08 17:00:00,INT_103,35.08
2025-02-08 17:00:00,INT_104,47.31
2025-02-08 18:00:00,INT_101,44.05
2025-02-08 18:00:00,INT_102,33.99
2025-02-08 18:00:00,INT_103,25.56
2025-02-08 18:00:00,INT_104,39.9
2025-02-08 19:00:00,INT_101,36.91
2025-02-08 19:00:00,INT_102,40.52
2025-02-08 19:00:00,INT_103,55.42
2025-02-08 19:00:00,INT_104,34.55
2025-02-08 20:00:00,INT_101,30.22
2025-02-08 20:00:00,INT_102,27.63
2025-02-08 20:00:00,INT_103,26.55
2025-02-08 20:00:00,INT_104,30.5
2025-02-08 21:00:00,INT_101,26.88
2025-02-08 21:00:00,INT_102,34.54
2025-02-08 21:00:00,INT_103,28.11
2025-02-08 21:00:00,INT_104,53.25
2025-02-08 22:00:00,INT_101,40.0
2025-02-08 22:00:00,INT_102,35.72
2025-02-08 22:00:00,INT_103,20.8
2025-02-08 22:00:00,INT_104,28.58
2025-02-08 23:00:00,INT_101,32.62
2025-02-08 23:00:00,INT_102,32.63
2025-02-08 23:00:00,INT_103,31.73
2025-02-08 23:00:00,INT_104,27.83
2025-02-09 00:00:00,INT_101,28.71
2025-02-09 00:00:00,INT_102,28.59
2025-02-09 00:00:00,INT_103,25.65
2025-02-09 00:00:00,INT_104,17.9
2025-02-09 01:00:00,INT_101,31.82
2025-02-09 01:00:00,INT_102,32.14
2025-02-09 01:00:00,INT_103,40.17
2025-02-09 01:00:00,INT_104,24.03
2025-02-09 02:00:00,INT_101,24.28
2025-02-09 02:00:00,INT_102,22.2
2025-02-09 02:00:00,INT_103,28.84
2025-02-09 02:00:00,INT_104,27.79
2025-02-09 03:00:00,INT_101,40.29
2025-02-09 03:00:00,INT_102,24.93
2025-02-09 03:00:00,INT_103,25.32
2025-02-09 03:00:00,INT_104,24.4
2025-02-09 04:00:00,INT_101,23.23
2025-02-09 04:00:00,INT_102,26.57
2025-02-09 04:00:00,INT_103,39.43
2025-02-09 04:00:00,INT_104,34.02
2025-02-09 05:00:00,INT_101,36.73
2025-02-09 05:00:00,INT_102,24.5
2025-02-09 05:00:00,INT_103,30.17
2025-02-09 05:00:00,INT_104,26.85
2025-02-09 06:00:00,INT_101,40.65
2025-02-09 06:00:00,INT_102,23.87
2025-02-09 06:00:00,INT_103,35.81
2025-02-09 06:00:00,INT_104,27.67
2025-02-09 07:00:00,INT_101,35.49
2025-02-09 07:00:00,INT_102,43.84
2025-02-09 07:00:00,INT_103,30.56
2025-02-09 07:00:00,INT_104,26.48
2025-02-09 08:00:00,INT_101,50.04
2025-02-09 08:00:00,INT_102,39.1
2025-02-09 08:00:00,INT_103,26.69
2025-02-09 08:00:00,INT_104,41.55
2025-02-09 09:00:00,INT_101,34.68
2025-02-09 09:00:00,INT_102,40.74
2025-02-09 09:00:00,INT_103,37.1
2025-02-09 09:00:00,INT_104,32.03
2025-02-09 10:00:00,INT_101,39.4
2025-02-09 10:00:00,INT_102,31.85
2025-02-09 10:00:00,INT_103,25.19
2025-02-09 10:00:00,INT_104,24.34
2025-02-09 11:00:00,INT_101,28.27
2025-02-09 11:00:00,INT_102,27.86
2025-02-09 11:00:00,INT_103,32.98
2025-02-09 11:00:00,INT_104,22.25
2025-02-09 12:00:00,INT_101,45.97
2025-02-09 12:00:00,INT_102,28.88
2025-02-09 12:00:00,INT_103,33.07
2025-02-09 12:00:00,INT_104,34.23
2025-02-09 13:00:00,INT_101,49.9
2025-02-09 13:00:00,INT_102,30.13
2025-02-09 13:00:00,INT_103,47.59
2025-02-09 13:00:00,INT_104,28.19
2025-02-09 14:00:00,INT_101,32.47
2025-02-09 14:00:00,INT_102,32.05
2025-02-09 14:00:00,INT_103,35.95
2025-02-09 14:00:00,INT_104,30.21
2025-02-09 15:00:00,INT_101,28.63
2025-02-09 15:00:00,INT_102,29.56
2025-02-09 15:00:00,INT_103,31.73
2025-02-09 15:00:00,INT_104,22.7
2025-02-09 16:00:00,INT_101,26.49
2025-02-09 16:00:00,INT_102,35.15
2025-02-09 16:00:00,INT_103,23.71
2025-02-09 16:00:00,INT_104,26.06
2025-02-09 17:00:00,INT_101,34.15
2025-02-09 17:00:00,INT_102,36.25
2025-02-09 17:00:00,INT_103,36.37
2025-02-09 17:00:00,INT_104,28.47
2025-02-09 18:00:00,INT_101,33.86
2025-02-09 18:00:00,INT_102,40.9
2025-02-09 18:00:00,INT_103,34.9
2025-02-09 18:00:00,INT_104,41.84
2025-02-09 19:00:00,INT_101,33.65
2025-02-09 19:00:00,INT_102,39.02
2025-02-09 19:00:00,INT_103,31.98
2025-02-09 19:00:00,INT_104,43.81
2025-02-09 20:00:00,INT_101,26.45
2025-02-09 20:00:00,INT_102,26.67
2025-02-09 20:00:00,INT_103,21.07
2025-02-09 20:00:00,INT_104,30.38
2025-02-09 21:00:00,INT_101,30.19
2025-02-09 21:00:00,INT_102,32.82
2025-02-09 21:00:00,INT_103,48.34
2025-02-09 21:00:00,INT_104,23.75
2025-02-09 22:00:00,INT_101,29.84
2025-02-09 22:00:00,INT_102,31.83
2025-02-09 22:00:00,INT_103,39.59
2025-02-09 22:00:00,INT_104,35.46
2025-02-09 23:00:00,INT_101,30.69
2025-02-09 23:00:00,INT_102,28.33
2025-02-09 23:00:00,INT_103,32.87
2025-02-09 23:00:00,INT_104,22.23
2025-02-10 00:00:00,INT_101,26.84
2025-02-10 00:00:00,INT_102,41.96
2025-02-10 00:00:00,INT_103,42.29
2025-02-10 00:00:00,INT_104,35.96
2025-02-10 01:00:00,INT_101,34.77
2025-02-10 01:00:00,INT_102,56.47
2025-02-10 01:00:00,INT_103,34.19
2025-02-10 01:00:00,INT_104,25.89
2025-02-10 02:00:00,INT_101,34.43
2025-02-10 02:00:00,INT_102,54.24
2025-02-10 02:00:00,INT_103,36.34
2025-02-10 02:00:00,INT_104,30.59
2025-02-10 03:00:00,INT_101,36.35
2025-02-10 03:00:00,INT_102,34.99
2025-02-10 03:00:00,INT_103,31.67
2025-02-10 03:00:00,INT_104,36.53
2025-02-10 04:00:00,INT_101,20.86
2025-02-10 04:00:00,INT_102,33.0
2025-02-10 04:00:00,INT_103,30.93
2025-02-10 04:00:00,INT_104,31.34
2025-02-10 05:00:00,INT_101,32.59
2025-02-10 05:00:00,INT_102,31.85
2025-02-10 05:00:00,INT_103,32.55
2025-02-10 05:00:00,INT_104,48.15
2025-02-10 06:00:00,INT_101,35.87
2025-02-10 06:00:00,INT_102,34.73
2025-02-10 06:00:00,INT_103,21.63
2025-02-10 06:00:00,INT_104,38.04
2025-02-10 07:00:00,INT_101,39.32
2025-02-10 07:00:00,INT_102,35.33
2025-02-10 07:00:00,INT_103,36.19
2025-02-10 07:00:00,INT_104,27.38
2025-02-10 08:00:00,INT_101,38.0
2025-02-10 08:00:00,INT_102,31.03
2025-02-10 08:00:00,INT_103,41.19
2025-02-10 08:00:00,INT_104,42.28
2025-02-10 09:00:00,INT_101,43.06
2025-02-10 09:00:00,INT_102,33.32
2025-02-10 09:00:00,INT_103,26.55
2025-02-10 09:00:00,INT_104,29.08
2025-02-10 10:00:00,INT_101,21.03
2025-02-10 10:00:00,INT_102,33.54
2025-02-10 10:00:00,INT_103,26.49
2025-02-10 10:00:00,INT_104,32.78
2025-02-10 11:00:00,INT_101,44.4
2025-02-10 11:00:00,INT_102,26.7
2025-02-10 11:00:00,INT_103,51.88
2025-02-10 11:00:00,INT_104,23.96
2025-02-10 12:00:00,INT_101,31.35
2025-02-10 12:00:00,INT_102,20.52
2025-02-10 12:00:00,INT_103,41.12
2025-02-10 12:00:00,INT_104,24.37
2025-02-10 13:00:00,INT_101,26.09
2025-02-10 13:00:00,INT_102,34.22
2025-02-10 13:00:00,INT_103,39.97
2025-02-10 13:00:00,INT_104,24.84
2025-02-10 14:00:00,INT_101,34.59
2025-02-10 14:00:00,INT_102,21.0
2025-02-10 14:00:00,INT_103,37.15
2025-02-10 14:00:00,INT_104,36.3
2025-02-10 15:00:00,INT_101,31.15
2025-02-10 15:00:00,INT_102,25.71
2025-02-10 15:00:00,INT_103,30.84
2025-02-10 15:00:00,INT_104,28.47
2025-02-10 16:00:00,INT_101,30.4
2025-02-10 16:00:00,INT_102,26.79
2025-02-10 16:00:00,INT_103,32.94
2025-02-10 16:00:00,INT_104,32.88
2025-02-10 17:00:00,INT_101,36.24
2025-02-10 17:00:00,INT_102,45.4
2025-02-10 17:00:00,INT_103,39.84
2025-02-10 17:00:00,INT_104,27.28
2025-02-10 18:00:00,INT_101,44.4
2025-02-10 18:00:00,INT_102,35.49
2025-02-10 18:00:00,INT_103,34.47
2025-02-10 18:00:00,INT_104,35.65
2025-02-10 19:00:00,INT_101,39.84
2025-02-10 19:00:00,INT_102,29.65
2025-02-10 19:00:00,INT_103,46.0
2025-02-10 19:00:00,INT_104,42.67
2025-02-10 20:00:00,INT_101,31.91
2025-02-10 20:00:00,INT_102,32.33
2025-02-10 20:00:00,INT_103,33.31
2025-02-10 20:00:00,INT_104,30.14
2025-02-10 21:00:00,INT_101,26.65
2025-02-10 21:00:00,INT_102,28.23
2025-02-10 21:00:00,INT_103,35.5
2025-02-10 21:00:00,INT_104,35.75
2025-02-10 22:00:00,INT_101,35.45
2025-02-10 22:00:00,INT_102,34.02
2025-02-10 22:00:00,INT_103,31.95
2025-02-10 22:00:00,INT_104,30.63
2025-02-10 23:00:00,INT_101,33.97
2025-02-10 23:00:00,INT_102,26.13
2025-02-10 23:00:00,INT_103,24.81
2025-02-10 23:00:00,INT_104,21.91
2025-02-11 00:00:00,INT_101,31.12
2025-02-11 00:00:00,INT_102,37.21
2025-02-11 00:00:00,INT_103,25.85
2025-02-11 00:00:00,INT_104,24.13
2025-02-11 01:00:00,INT_101,34.64
2025-02-11 01:00:00,INT_102,27.36
2025-02-11 01:00:00,INT_103,33.3
2025-02-11 01:00:00,INT_104,32.69
2025-02-11 02:00:00,INT_101,26.96
2025-02-11 02:00:00,INT_102,31.83
2025-02-11 02:00:00,INT_103,32.27
2025-02-11 02:00:00,INT_104,24.51
2025-02-11 03:00:00,INT_101,35.25
2025-02-11 03:00:00,INT_102,33.51
2025-02-11 03:00:00,INT_103,42.14
2025-02-11 03:00:00,INT_104,26.51
2025-02-11 04:00:00,INT_101,31.21
2025-02-11 04:00:00,INT_102,29.51
2025-02-11 04:00:00,INT_103,29.8
2025-02-11 04:00:00,INT_104,34.65
2025-02-11 05:00:00,INT_101,43.71
2025-02-11 05:00:00,INT_102,41.68
2025-02-11 05:00:00,INT_103,36.26
2025-02-11 05:00:00,INT_104,31.04
2025-02-11 06:00:00,INT_101,27.16
2025-02-11 06:00:00,INT_102,24.12
2025-02-11 06:00:00,INT_103,49.19
2025-02-11 06:00:00,INT_104,23.41
2025-02-11 07:00:00,INT_101,44.76
2025-02-11 07:00:00,INT_102,29.17
2025-02-11 07:00:00,INT_103,38.51
2025-02-11 07:00:00,INT_104,30.99
2025-02-11 08:00:00,INT_101,41.43
2025-02-11 08:00:00,INT_102,52.1
2025-02-11 08:00:00,INT_103,23.86
2025-02-11 08:00:00,INT_104,39.78
2025-02-11 09:00:00,INT_101,50.49
2025-02-11 09:00:00,INT_102,28.76
2025-02-11 09:00:00,INT_103,39.59
2025-02-11 09:00:00,INT_104,39.36
2025-02-11 10:00:00,INT_101,55.36
2025-02-11 10:00:00,INT_102,28.97
2025-02-11 10:00:00,INT_103,37.03
2025-02-11 10:00:00,INT_104,34.41
2025-02-11 11:00:00,INT_101,33.11
2025-02-11 11:00:00,INT_102,29.67
2025-02-11 11:00:00,INT_103,25.43
2025-02-11 11:00:00,INT_104,26.2
2025-02-11 12:00:00,INT_101,40.55
2025-02-11 12:00:00,INT_102,23.35
2025-02-11 12:00:00,INT_103,35.38
2025-02-11 12:00:00,INT_104,24.65
2025-02-11 13:00:00,INT_101,36.39
2025-02-11 13:00:00,INT_102,31.67
2025-02-11 13:00:00,INT_103,29.11
2025-02-11 13:00:00,INT_104,31.51
2025-02-11 14:00:00,INT_101,36.66
2025-02-11 14:00:00,INT_102,44.27
2025-02-11 14:00:00,INT_103,31.86
2025-02-11 14:00:00,INT_104,22.88
2025-02-11 15:00:00,INT_101,49.0
2025-02-11 15:00:00,INT_102,33.74
2025-02-11 15:00:00,INT_103,28.34
2025-02-11 15:00:00,INT_104,33.39
2025-02-11 16:00:00,INT_101,36.33
2025-02-11 16:00:00,INT_102,29.6
2025-02-11 16:00:00,INT_103,34.1
2025-02-11 16:00:00,INT_104,36.93
2025-02-11 17:00:00,INT_101,46.45
2025-02-11 17:00:00,INT_102,35.52
2025-02-11 17:00:00,INT_103,37.12
2025-02-11 17:00:00,INT_104,32.13
2025-02-11 18:00:00,INT_101,31.83
2025-02-11 18:00:00,INT_102,41.73
2025-02-11 18:00:00,INT_103,39.94
2025-02-11 18:00:00,INT_104,33.57
2025-02-11 19:00:00,INT_101,37.86
2025-02-11 19:00:00,INT_102,38.4
2025-02-11 19:00:00,INT_103,35.59
2025-02-11 19:00:00,INT_104,34.11
2025-02-11 20:00:00,INT_101,37.96
2025-02-11 20:00:00,INT_102,25.65
2025-02-11 20:00:00,INT_103,24.29
2025-02-11 20:00:00,INT_104,31.99
2025-02-11 21:00:00,INT_101,35.69
2025-02-11 21:00:00,INT_102,39.43
2025-02-11 21:00:00,INT_103,34.97
2025-02-11 21:00:00,INT_104,21.41
2025-02-11 22:00:00,INT_101,27.02
2025-02-11 22:00:00,INT_102,30.48
2025-02-11 22:00:00,INT_103,23.02
2025-02-11 22:00:00,INT_104,28.72
2025-02-11 23:00:00,INT_101,37.0
2025-02-11 23:00:00,INT_102,31.43
2025-02-11 23:00:00,INT_103,28.09
2025-02-11 23:00:00,INT_104,30.55
2025-02-12 00:00:00,INT_101,39.12
2025-02-12 00:00:00,INT_102,26.7
2025-02-12 00:00:00,INT_103,29.55
2025-02-12 00:00:00,INT_104,28.35
2025-02-12 01:00:00,INT_101,40.65
2025-02-12 01:00:00,INT_102,29.17
2025-02-12 01:00:00,INT_103,38.44
2025-02-12 01:00:00,INT_104,37.43
2025-02-12 02:00:00,INT_101,37.44
2025-02-12 02:00:00,INT_102,55.24
2025-02-12 02:00:00,INT_103,26.09
2025-02-12 02:00:00,INT_104,32.57
2025-02-12 03:00:00,INT_101,31.95
2025-02-12 03:00:00,INT_102,31.39
2025-02-12 03:00:00,INT_103,39.01
2025-02-12 03:00:00,INT_104,24.87
2025-02-12 04:00:00,INT_101,50.74
2025-02-12 04:00:00,INT_102,32.21
2025-02-12 04:00:00,INT_103,32.46
2025-02-12 04:00:00,INT_104,33.42
2025-02-12 05:00:00,INT_101,36.91
2025-02-12 05:00:00,INT_102,28.75
2025-02-12 05:00:00,INT_103,29.21
2025-02-12 05:00:00,INT_104,34.08
2025-02-12 06:00:00,INT_101,30.94
2025-02-12 06:00:00,INT_102,24.99
2025-02-12 06:00:00,INT_103,36.38
2025-02-12 06:00:00,INT_104,27.24
2025-02-12 07:00:00,INT_101,29.35
2025-02-12 07:00:00,INT_102,31.69
2025-02-12 07:00:00,INT_103,34.96
2025-02-12 07:00:00,INT_104,41.1
2025-02-12 08:00:00,INT_101,53.49
2025-02-12 08:00:00,INT_102,29.24
2025-02-12 08:00:00,INT_103,35.01
2025-02-12 08:00:00,INT_104,34.01
2025-02-12 09:00:00,INT_101,47.16
2025-02-12 09:00:00,INT_102,42.86
2025-02-12 09:00:00,INT_103,34.19
2025-02-12 09:00:00,INT_104,34.53
2025-02-12 10:00:00,INT_101,46.04
2025-02-12 10:00:00,INT_102,32.56
2025-02-12 10:00:00,INT_103,33.93
2025-02-12 10:00:00,INT_104,25.55
2025-02-12 11:00:00,INT_101,39.49
2025-02-12 11:00:00,INT_102,38.73
2025-02-12 11:00:00,INT_103,36.59
2025-02-12 11:00:00,INT_104,22.5
2025-02-12 12:00:00,INT_101,35.2
2025-02-12 12:00:00,INT_102,25.96
2025-02-12 12:00:00,INT_103,22.73
2025-02-12 12:00:00,INT_104,26.57
2025-02-12 13:00:00,INT_101,35.38
2025-02-12 13:00:00,INT_102,31.0
2025-02-12 13:00:00,INT_103,26.85
2025-02-12 13:00:00,INT_104,41.87
2025-02-12 14:00:00,INT_101,35.05
2025-02-12 14:00:00,INT_102,31.09
2025-02-12 14:00:00,INT_103,32.33
2025-02-12 14:00:00,INT_104,29.19
2025-02-12 15:00:00,INT_101,34.61
2025-02-12 15:00:00,INT_102,31.73
2025-02-12 15:00:00,INT_103,30.03
2025-02-12 15:00:00,INT_104,34.45
2025-02-12 16:00:00,INT_101,29.68
2025-02-12 16:00:00,INT_102,55.98
2025-02-12 16:00:00,INT_103,30.38
2025-02-12 16:00:00,INT_104,24.51
2025-02-12 17:00:00,INT_101,50.13
2025-02-12 17:00:00,INT_102,33.82
2025-02-12 17:00:00,INT_103,29.46
2025-02-12 17:00:00,INT_104,34.61
2025-02-12 18:00:00,INT_101,42.87
2025-02-12 18:00:00,INT_102,38.72
2025-02-12 18:00:00,INT_103,42.12
2025-02-12 18:00:00,INT_104,36.45
2025-02-12 19:00:00,INT_101,39.51
2025-02-12 19:00:00,INT_102,36.77
2025-02-12 19:00:00,INT_103,48.69
2025-02-12 19:00:00,INT_104,38.02
2025-02-12 20:00:00,INT_101,30.37
2025-02-12 20:00:00,INT_102,33.82
2025-02-12 20:00:00,INT_103,34.87
2025-02-12 20:00:00,INT_104,12.5
2025-02-12 21:00:00,INT_101,32.17
2025-02-12 21:00:00,INT_102,34.04
2025-02-12 21:00:00,INT_103,34.41
2025-02-12 21:00:00,INT_104,48.48
2025-02-12 22:00:00,INT_101,17.61
2025-02-12 22:00:00,INT_102,33.54
2025-02-12 22:00:00,INT_103,21.56
2025-02-12 22:00:00,INT_104,24.13
2025-02-12 23:00:00,INT_101,40.41
2025-02-12 23:00:00,INT_102,60.62
2025-02-12 23:00:00,INT_103,30.28
2025-02-12 23:00:00,INT_104,26.45
2025-02-13 00:00:00,INT_101,38.72
2025-02-13 00:00:00,INT_102,26.01
2025-02-13 00:00:00,INT_103,28.48
2025-02-13 00:00:00,INT_104,41.39
2025-02-13 01:00:00,INT_101,21.31
2025-02-13 01:00:00,INT_102,31.85
2025-02-13 01:00:00,INT_103,17.75
2025-02-13 01:00:00,INT_104,22.46
2025-02-13 02:00:00,INT_101,40.25
2025-02-13 02:00:00,INT_102,25.77
2025-02-13 02:00:00,INT_103,31.53
2025-02-13 02:00:00,INT_104,35.05
2025-02-13 03:00:00,INT_101,25.44
2025-02-13 03:00:00,INT_102,27.51
2025-02-13 03:00:00,INT_103,34.0
2025-02-13 03:00:00,INT_104,25.12
2025-02-13 04:00:00,INT_101,28.69
2025-02-13 04:00:00,INT_102,23.62
2025-02-13 04:00:00,INT_103,25.56
2025-02-13 04:00:00,INT_104,36.3
2025-02-13 05:00:00,INT_101,28.38
2025-02-13 05:00:00,INT_102,26.54
2025-02-13 05:00:00,INT_103,31.78
2025-02-13 05:00:00,INT_104,17.66
2025-02-13 06:00:00,INT_101,35.16
2025-02-13 06:00:00,INT_102,35.77
2025-02-13 06:00:00,INT_103,34.2
2025-02-13 06:00:00,INT_104,47.26
2025-02-13 07:00:00,INT_101,35.52
2025-02-13 07:00:00,INT_102,30.07
2025-02-13 07:00:00,INT_103,33.25
2025-02-13 07:00:00,INT_104,31.89
2025-02-13 08:00:00,INT_101,34.67
2025-02-13 08:00:00,INT_102,39.78
2025-02-13 08:00:00,INT_103,33.87
2025-02-13 08:00:00,INT_104,38.98
2025-02-13 09:00:00,INT_101,46.32
2025-02-13 09:00:00,INT_102,31.9
2025-02-13 09:00:00,INT_103,40.34
2025-02-13 09:00:00,INT_104,34.2
2025-02-13 10:00:00,INT_101,42.47
2025-02-13 10:00:00,INT_102,20.78
2025-02-13 10:00:00,INT_103,37.68
2025-02-13 10:00:00,INT_104,31.76
2025-02-13 11:00:00,INT_101,25.98
2025-02-13 11:00:00,INT_102,28.77
2025-02-13 11:00:00,INT_103,20.64
2025-02-13 11:00:00,INT_104,31.73
2025-02-13 12:00:00,INT_101,27.13
2025-02-13 12:00:00,INT_102,31.49
2025-02-13 12:00:00,INT_103,23.95
2025-02-13 12:00:00,INT_104,31.58
2025-02-13 13:00:00,INT_101,29.46
2025-02-13 13:00:00,INT_102,37.99
2025-02-13 13:00:00,INT_103,34.73
2025-02-13 13:00:00,INT_104,28.47
2025-02-13 14:00:00,INT_101,33.55
2025-02-13 14:00:00,INT_102,30.44
2025-02-13 14:00:00,INT_103,27.54
2025-02-13 14:00:00,INT_104,36.18
2025-02-13 15:00:00,INT_101,26.01
2025-02-13 15:00:00,INT_102,27.72
2025-02-13 15:00:00,INT_103,35.35
2025-02-13 15:00:00,INT_104,30.84
2025-02-13 16:00:00,INT_101,31.81
2025-02-13 16:00:00,INT_102,21.64
2025-02-13 16:00:00,INT_103,27.75
2025-02-13 16:00:00,INT_104,30.25
2025-02-13 17:00:00,INT_101,44.55
2025-02-13 17:00:00,INT_102,47.49
2025-02-13 17:00:00,INT_103,40.07
2025-02-13 17:00:00,INT_104,36.03
2025-02-13 18:00:00,INT_101,33.17
2025-02-13 18:00:00,INT_102,34.0
2025-02-13 18:00:00,INT_103,38.01
2025-02-13 18:00:00,INT_104,35.25
2025-02-13 19:00:00,INT_101,46.3
2025-02-13 19:00:00,INT_102,42.56
2025-02-13 19:00:00,INT_103,47.92
2025-02-13 19:00:00,INT_104,19.02
2025-02-13 20:00:00,INT_101,29.53
2025-02-13 20:00:00,INT_102,22.17
2025-02-13 20:00:00,INT_103,29.96
2025-02-13 20:00:00,INT_104,28.97
2025-02-13 21:00:00,INT_101,29.65
2025-02-13 21:00:00,INT_102,33.86
2025-02-13 21:00:00,INT_103,35.29
2025-02-13 21:00:00,INT_104,37.05
2025-02-13 22:00:00,INT_101,38.27
2025-02-13 22:00:00,INT_102,34.17
2025-02-13 22:00:00,INT_103,27.18
2025-02-13 22:00:00,INT_104,23.38
2025-02-13 23:00:00,INT_101,25.71
2025-02-13 23:00:00,INT_102,25.37
2025-02-13 23:00:00,INT_103,35.18
2025-02-13 23:00:00,INT_104,26.41
2025-02-14 00:00:00,INT_101,32.93
2025-02-14 00:00:00,INT_102,31.7
2025-02-14 00:00:00,INT_103,34.19
2025-02-14 00:00:00,INT_104,51.83
2025-02-14 01:00:00,INT_101,29.25
2025-02-14 01:00:00,INT_102,21.43
2025-02-14 01:00:00,INT_103,34.99
2025-02-14 01:00:00,INT_104,37.05
2025-02-14 02:00:00,INT_101,27.26
2025-02-14 02:00:00,INT_102,33.53
2025-02-14 02:00:00,INT_103,36.35
2025-02-14 02:00:00,INT_104,26.4
2025-02-14 03:00:00,INT_101,34.9
2025-02-14 03:00:00,INT_102,32.57
2025-02-14 03:00:00,INT_103,38.61
2025-02-14 03:00:00,INT_104,36.7
2025-02-14 04:00:00,INT_101,34.28
2025-02-14 04:00:00,INT_102,44.5
2025-02-14 04:00:00,INT_103,27.9
2025-02-14 04:00:00,INT_104,23.14
2025-02-14 05:00:00,INT_101,36.25
